model_dir,region_dir,day,q_idx,gpt52,claude,gemini,vote_kind,final_category
gpt-5-search-api,arabic,february_13,9,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,arabic,february_13,17,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,arabic,february_14,0,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,unanimous,Reading Comprehension / Option Interpretation Failure
gpt-5-search-api,arabic,february_14,11,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,arabic,february_15,1,Answer Formatting / Option Mapping Failure,Qualifier Binding Error (Unit/Currency/Year/Version),Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
gpt-5-search-api,arabic,february_15,5,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,arabic,february_15,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,arabic,february_17,15,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,unanimous,Reading Comprehension / Option Interpretation Failure
gpt-5-search-api,arabic,february_17,17,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,arabic,february_17,19,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,arabic,february_17,20,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,arabic,february_18,2,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Reading Comprehension / Option Interpretation Failure,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,arabic,february_18,10,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,majority,Event / Entity Misbinding
gpt-5-search-api,arabic,february_18,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,arabic,february_18,19,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,arabic,february_18,21,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,arabic,february_19,17,Event / Entity Misbinding,Answer Formatting / Option Mapping Failure,Event / Entity Misbinding,majority,Event / Entity Misbinding
gpt-5-search-api,arabic,february_19,20,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,arabic,february_20,1,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,arabic,february_20,8,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,arabic,february_20,17,Qualifier Binding Error (Unit/Currency/Year/Version),Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,arabic,february_20,21,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-5-search-api,arabic,february_21,9,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Reading Comprehension / Option Interpretation Failure,majority,Reading Comprehension / Option Interpretation Failure
gpt-5-search-api,arabic,february_21,11,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,arabic,february_21,24,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,arabic,february_22,0,Event / Entity Misbinding,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
gpt-5-search-api,arabic,february_22,1,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,arabic,february_22,8,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gpt-5-search-api,arabic,february_22,11,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,arabic,february_22,12,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,arabic,february_9,1,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,arabic,february_9,13,Retrieval Failure with Forced Guessing,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-5-search-api,arabic,february_9,15,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,arabic,february_9,18,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Inference Override / Over-Reasoning Instead of Extraction,majority,Reading Comprehension / Option Interpretation Failure
gpt-5-search-api,hindi,february_10,0,Event / Entity Misbinding,Event / Entity Misbinding,Event / Entity Misbinding,unanimous,Event / Entity Misbinding
gpt-5-search-api,hindi,february_10,3,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_10,8,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,hindi,february_10,9,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_10,12,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_11,6,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_11,11,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_11,14,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_11,20,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_12,8,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,hindi,february_12,9,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_12,12,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_12,14,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_12,15,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,hindi,february_12,19,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_13,10,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,hindi,february_13,12,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_13,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_13,16,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Reading Comprehension / Option Interpretation Failure,tiebroken,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_13,17,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_13,24,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_14,0,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_14,3,Qualifier Binding Error (Unit/Currency/Year/Version),Qualifier Binding Error (Unit/Currency/Year/Version),Source Divergence Under Real-World Report Conflict,majority,Qualifier Binding Error (Unit/Currency/Year/Version)
gpt-5-search-api,hindi,february_14,11,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_14,14,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_14,18,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,hindi,february_14,22,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,hindi,february_15,0,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_15,11,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_15,15,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_15,17,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_15,19,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,hindi,february_15,20,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,hindi,february_16,0,Event / Entity Misbinding,Event / Entity Misbinding,Event / Entity Misbinding,unanimous,Event / Entity Misbinding
gpt-5-search-api,hindi,february_16,8,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_16,11,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_16,12,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_16,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_16,22,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_16,23,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_17,4,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_17,5,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_17,7,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_17,8,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Event / Entity Misbinding,majority,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_17,11,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_17,12,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,hindi,february_18,2,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,hindi,february_18,10,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_18,12,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,hindi,february_18,13,Answer Formatting / Option Mapping Failure,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,majority,Reading Comprehension / Option Interpretation Failure
gpt-5-search-api,hindi,february_18,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Temporal Misalignment / Chronology Tracking Failure,majority,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_18,16,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,unanimous,Reading Comprehension / Option Interpretation Failure
gpt-5-search-api,hindi,february_18,24,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_19,4,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_19,6,Temporal Misalignment / Chronology Tracking Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_19,13,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_19,14,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_19,17,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_19,24,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,hindi,february_20,1,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Event / Entity Misbinding,majority,Event / Entity Misbinding
gpt-5-search-api,hindi,february_20,2,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_20,4,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,tiebroken,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_20,12,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
gpt-5-search-api,hindi,february_20,13,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_20,16,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_20,19,Qualifier Binding Error (Unit/Currency/Year/Version),Qualifier Binding Error (Unit/Currency/Year/Version),Qualifier Binding Error (Unit/Currency/Year/Version),unanimous,Qualifier Binding Error (Unit/Currency/Year/Version)
gpt-5-search-api,hindi,february_20,21,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,unanimous,Reading Comprehension / Option Interpretation Failure
gpt-5-search-api,hindi,february_20,22,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_20,23,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,hindi,february_20,24,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_21,7,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_21,10,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,hindi,february_21,11,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
gpt-5-search-api,hindi,february_21,12,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_21,15,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_21,23,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_22,1,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gpt-5-search-api,hindi,february_22,8,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_22,16,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_22,18,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_22,24,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,hindi,february_9,0,Reading Comprehension / Option Interpretation Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
gpt-5-search-api,hindi,february_9,2,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_9,11,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_9,19,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,hindi,february_9,23,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,russian,february_10,2,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_10,14,Retrieval Failure with Forced Guessing,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_10,20,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Event / Entity Misbinding,majority,Event / Entity Misbinding
gpt-5-search-api,russian,february_10,21,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_10,24,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_11,0,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_11,15,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_12,11,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,russian,february_12,13,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_12,18,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_13,3,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_13,14,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_13,19,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,russian,february_14,3,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_14,10,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_14,11,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_15,0,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_15,10,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_15,12,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_15,14,Event / Entity Misbinding,Event / Entity Misbinding,Event / Entity Misbinding,unanimous,Event / Entity Misbinding
gpt-5-search-api,russian,february_16,8,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_16,20,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_17,24,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
